id,pk,artist,title,category,genre,cdextra,year,track01,track02,track03,track04,ClusterID
104265,ae11ba0c,Various,Ravermeister Classics 1 cd1,misc,Rave,Upped by Dj Warez @ 2002-08-20,1998,State of House - Pacific House (Extended Mix),Mega'Lo Mania / The Finest,Jens Lissat / Energy Flow Eternal(Grey Mix),T.H.H. / France,104265
104266,ae11cf0c,Various,D.-Techno Vol.1 CD 2,misc,Techno,,2000,Fladenbrot - Was guckst Du Lan ? (Club Bass Mix),D.A.T. - Millenium Crash,Zombie Nation - Kernkraft 400 (DJ Gius Rmx),Nick Beat - Jump (Club Mix),104266
104267,ae11dc0e,Fancy,Get Your Kicks,misc,,,1985,Colden Than Ice,Get Your Kicks,L.A.D.Y. O.,Slice Me Nice,104267
104268,ae11e80d,MAX,Trance Factory - Vol. 1,misc,,"All rights of the producer and of the owner of the work produced reserved. Unauthorized copying, hiring, lending, puplic performance and broadcasting of this record prohibited.Mixed and arranged by MAX",,Let Your Mind Fly (DJ Dean Remix),Stanley (Warp Brothers Remix),We Will Survive (Club Long Break Mix),Girls (Pulsedriver Remix),104268
104269,ae11fc0d,<various>,Analog Heaven,misc,,,,Prototype 909 - Karma,Nuclear Sun - Night Vision,Disintegrator - In The Machines,Adam X - Phull Throttle,104269
104270,ae11ff0b,Kreftwerk,Fr hwerke,misc,,,,Tone Float,Milk Rock,Silver Forest,Rythm Salad,104270
104271,ae12220e,Lou Reed,Ecstasy,misc,Rock,,2000,Paranoia Key of E,Music Child,Mad,Ecstasy,104271
104272,ae12350c,Various Artists,Bass-ic Elements,misc,Drum & Bass,,,HED UK / It's A Dope Thang,2 Dreads In A Dub / Chronicles In Dub,Ruf Intelligence / Sax 'n' Ting,Little Matt / Phat & Phuturistic (Pt 1),104272
104273,ae127e0c,Various,Directions 2 Mixed By Clark,misc,,,,Sleepfreaks / Chemical Shift,Evolution / Walking On Fire,Defunction / Kharma Of Drums,Finger Fest Inc / Auto Porno,104273
104274,ae12870d,Neil Young,Greendale Stockholm (just songs),misc,Rock,Stockholm Cirkus\n22 april 2003,2003,Neil Young / Falling From Above,Double E,Devil's Door,Coast Highway,104274
104275,ae12900d,Various Artists,Tyranny off the Beat IV disk 2,misc,,,,Morgue Mechanism- Nature's Freak,Click Click- Loss of Breath,New Mind- Furnace (shining mix),Fracture- Hell (edit),104275
104276,af068e0e,Bing Crosby & Friends,Christmas Gold,misc,,,,Bing Crosby / White Christmas,Bing Crosby / Adeste Fideles,Bing Crosby / Rudoph The Red Nosed Reindeer,Frank Sinatra & Bing Crosby / The Christmas Song,104276
104277,af06c20e,Fun People,Toda ni o sensible sabra de que estamos hablando,misc,,,,Justicia,Lady,Point of lovely sun,Cancion de amor,104277
104278,af07750c,Maria Bethania,Mel,misc,,,,Mel,Ela e eu,Cheiro de amor,Da cor brasileira,104278
104279,af07a50e,Burl Ivesrites,Burl Ives Sings Little White Duck and Other Children's Favorites,misc,,,,The Little White Duck,The Little Engine that Could,Mr. Froggie Went A-Courtin',The Donut Song,104279
104280,af07c20c,Jacques Bertin,Le poids des roses,misc,,,,Passer l'hiver,L' toile du matin,Mario,Cette ann e s'envole ma jeunesse,104280
104281,af07d70c,Various Artists,Golden Age Rock 'N Roll vol 3,misc,,,,The Drifters / There Goes My Baby,Sam & Dave / Soul Man,Percy Sledge / When a Man Loves a Woman,Ben E King / I Who Have Nothing,104281
104282,af07f90c,Various Artists,<< Compilation Disc>> When Irish Eyes Are Smiling,misc,Ethnic,,1998,John McCormack / The Minstel Boy,John Gary / How Are Things In Glocca Morra,John McCarthy Male Chorus / MacNamara's Band,Roger Whittaker / Kilgary Mountain,104282
104283,af08260e,Sampler,Do You Remember Vol.3 Of 10,misc,,,,Connie Francis / Who s Sorry Now,Ricky Nelson / Stood Up,Brenda Lee / Jambalaya,Bobby Darin / MackThe Knife,104283
104284,af082c0e,Tita Merello,Tita Merello,misc,,,,Arrabalera,Que vachache,Se dice de mi,Llamarada pasional,104284
104285,af08320c,Canta El Trio Vegabaj o,Volumen II,misc,,,,Sigamos Pecando,Punto,Vuelve,Hasta La Muerte,104285
104286,af08320e,Patsy Cline,Pick Me Up On Your Way Down,misc,,,,Walking After Midnight,"Stop, Look And Listen",Just Out Of Reach,If I Could Only Stay Asleep,104286
104287,af083f33,ZicZaZou,en 1000 morceaux,misc,a part,,,Les oiseaux en vacance,A bichiclette,Bwagagneuguigou,"Ainsi font, fontaine et tonton",104287
104288,af085810,Ricky Nelson,16 Golden Hits,misc,,,,Old enough to love,It's late,You tear me up,Believe what you say,104288
104289,af08970d,                   ,1,misc,Other,,1997,                         ,           ,                      ,                      ,104289
104290,af08c20e,Ben E King & the Drifters,The Hits Collection,misc,,,,Ben E King / Stand By Me,The Drifters / Saturday Night at the Movies,The Drifters / There Goes My Baby,Ben E King / Spanish Harlem,104290
104291,af08c40e,Various,No.1 Smash Hits Of The 60's V1,misc,Rock & Roll,Rainbow  RCD 1167,,Lightnin' Strikes / Lou Christie,My Boyfriends Back / The Angels,Surf City / Jan & Dean,Soldier Boy / The Shirelles,104291
104292,af08c60c,5th AVENUE,However You Go,misc,,,,Any Day,Here With Me,Face Without a Name,Moondance,104292
104293,af08c90c,The Musicals Collection,# 38: Stop the World - I want to get off,misc,,,,The ABC Song,I Wanna be Rich,Typically English,Lumbered,104293
104294,af08cf0c,Invasores,Tiempo Al Tiempo,misc,,,,Que Poca,Noche De Amor,Asi De Facil,Espacio Vacio,104294
104295,af08e00e,Diverse,"The 60`s for the 90`s - Witzige, spritzige Schlager",misc,,,,Hazy Osterwald - 	Panoptikum,Heinz Erhardt - 	H mmerchen-Polka,Trude Herr - 	In der Spelunke zur alten Unke,Rainer Bertram - 	Itsy-Bitsie-Teenie-Weenie-Honolulu,104295
104296,af08e20d,Frank Sch bel,"Komm, wir malen eine Sonne",misc,Musik,,1975,"Komm, wir malen eine Sonne",Tokei- ihto,Ein Eisb r im Zoo,Ferien,104296
104297,af08ee0e,Luis Kalaff,Merengue,misc,,,,El pichingolo,La pi i a,Mi puerta esta abierta pa' t ,Las vacaciones,104297
104298,af08f10e,The Boppers,14 Ballads,misc,,,,Hey Baby,Danny Sang A Love Song,Crying In The Rain,Angela,104298
104299,af090d0c,The Musicals Collection,# 62 Hair,misc,,,,Aquarius,Donna,I Got Life,Air,104299
104300,af092d0e,Various,Those Wonderful Years - It Must Be Him - '60s Ballads,misc,,,,It Must Be Him - Vikki Carr,On The Street Where You Live,Alfie - Dionne Warwick,It's Impossible - Perry Como,104300
104301,af09340e,Good News,Rhythm & Blues,misc,R&B,,1996,Peace Like A River,Joshua Fit The Battle Of Jericho,Standin' In The Need Of Prayer,There Is Power In The Name Of Jesus,104301
104302,af09610d,Doris Day & Harry James,Young man with a horn,misc,misc,,,i may be wrong (but i think you're wonderful),the man i love,the very thought of you,pretty baby,104302
104303,af096f0d,Horsens Hardy,Mellem himmel og jord,misc,,,,Jeg savner dig,Poker Sam,En godhjertet kvinde,En engel kyssed mig i nat,104303
104305,af09940e,Jim & Jesse McReynolds,Music Among Friends,misc,Bluegrass,\nYEAR:       ID3G:  89,,Dream Of Me,Flower In The Desert,Thanks For The Trip To Paradise,We'll Meet Again Sweetheart,104305
104306,af099a0f,MerCuTio,Quit Lookin At My Cock,misc,Comedy,YEAR: 2000 ID3G: 57,2000,Not For Your Parents,My Cousin,MerCuTio's POV on Religion,Still Standing,104306
104307,af09ad0c,Bob Marley And The Wailers,Hot Hot Reggae,misc,Reggae,,1995,Riding High,Go Tell It On The Mountain,Mr Brown,All In One,104307
104308,af09af0e,The Magnetic Fields,i,misc,Indie Rock,YEAR: 2004,2004,I Die,I Don't Believ You,I Don't Really Love You Anymore,I Looked All Over Town,104308
104309,af09c80e,various artists,Hits van de geheime zenders 3/3,misc,National Folk,,1998,Harry Silver / maria dolores,"Alpen Meisjes, De / sneeuwwals",Frans Tiedtke / marleen,"Jerry's, De / dienstplichtig soldaat",104309
104310,af09d70c,              ,           ,misc,Other,,2003, '                     ,              ,          ,                          ,104310
104311,af09de0e,Lost and Found,Something,misc,Other,YEAR: 2001 ID3G:  12,2001,The Kingdom,Convinced,Distant Land,Take A Chance,104311
104312,af09e40d,シモンズ,風 ?  ?  ?  ?  ? ,misc,J-pop,YEAR: (1990),1990, ?  ? 風船,潮風 ?  ?  ?? ?れる ?  ?  ? ,も ? ２ ? ?,花 ? らもよ ?  ? 便箋 ? ,104312
104313,af09e40e,THE WILSON HOSPITAL,Medication For A Lost Generation,misc,Swedish Pop,,2003,01 A Good Day,02 Call Me A.S.A.P,03 Summer Holiday,04 The Wake Up Call,104313
104314,af09f410,Gerhard Sch ne,Menschenskind,misc,Cult,YEAR: 1985 ID3G: 58,1985,Sei willkommen,Ein Junge weint nicht,Die Alte auf der Schaukel,Erinnerung,104314
104315,af09fd0e,Blechschaden,Blechschaden,misc,,,,Fanfare & Chorus,Another Part Of Me,If You Leave Me Now,Every One's A Winner,104315
104316,af0a0521,Arvo Salo,Kaj Chydenius / Lapualaisooppera,misc,Musical,,,"Me vapautimme t m n maan, me rakensimme suomalaisen tasavallan",Kertoja,Pahat sanat synnytt v t...,Punaiset,104316
104317,af0a100e,Los Tres Ases,Los Mejores Trios 4,misc,,,,Tu me acostumbraste,Sabor a mi,No me platiques,No se Tu,104317
104319,af0a3d0c,Tommy Steiner,Wie neu geboren,misc,Other,,1987,So sch n wirds nie wieder sein,Ich f hle mich wie neu geboren,Parlez-vous francais,Warum kommst Du wieder?,104319
104320,af0a400d,Jose Mari Chan,Constant Change,misc,,,,Constant Change,Beautiful Girl,Please Be Careful With My Heart,"No Rewind, No Replay",104320
104321,af0a410c,Various,Awesome God,misc,Gospel,,2003,Draw me close to You,More of You,Here I am to worship,As a deer,104321
104322,af0a550f,Frenzal Rhomb,A Man's Not a Camel,misc,Other,YEAR: 2001  ID3G:  12,2001,Never Had So Much Fun,You Are Not My Friend,It's Up To You,I Know Everything About Everything,104322
104323,af0a570c,Three Days Grace,Three Days Grace,misc,Rock,,2004,Burn,Just Like You,I Hate Everything About You,Home,104323
104324,af0a5a0e,Peter Sarstedt,Peter Sarstedt,misc,,,,I am a cathedral,Sons of Cain are Abel,No more lollipops,Stay within myself,104324
104325,af0a620d,Ani DiFranco,Imperfectly,misc,misc,,,What If No One's Watching,Fixing Her Hair,In Or Out,Every State Line,104325
104326,af0a7e0c,Engelbert,Love Is The Reason,misc,,,,Wrap Your Arms Around Me,Love is the Reason (with Gloria Gaynor),Someone To Love,Our Time,104326
104327,af0a930d,Alison Krauss + Union Station,New Favorite,misc,Bluegrass,YEAR: 2001 ID3G: 89,2001,Let Me Touch You For Awhile,The Boy Who Wouldn't Hoe Corn,The Lucky One,Choctaw Hayride,104327
104328,af0a970c,Chocolate Barry,Cucumber Trees And Ice Cold Lemonade,misc,Other,,,Gin And Tonic,Her Worldwide Search,Frankfurt-Firenze,Always Too Late,104328
104329,af0aad0d,Various,FoolProof OST,misc,Alternative,,2004,Dr. John / Right place wrong time,Dandy Warhols / Bohemian like you,Danko Jones / I want you,Sam Roberts / Don't walk away Eileen,104329
104330,af0ad510,Various,Les Voyages Intenses,misc,Musical,,,Ushuaia - Perathonner Ed. Piano Bass,Deep Forest - Ed. Celine Music/Uncle Dan's,Stoneage - Theme: Lach'ilaouet/Cotta/De Poncallec Kervador,Le Grand Bleu - Serra,104330
104331,af0ad70d,Various,Blues And Soul Bible (CD2),misc,Soul,,2004,Sly & The Family Stone / Remember Who You Are,John Lee Hooker / Don't You remember Me,The Last Poets / Oh My People,P P Arnold / Angel Of The Morning,104331
104332,af0ad80e,Mest,Wasting Time,misc,Trip-Hop,ID3G: 27,,Long Days Long Nights,Hotel Room,What's The Dillio?,Slow Motion,104332
104333,af0adc0c,Brady Rymer,Good Morning Gus,misc,Misc,,2000,Good Morning Gus,You Gotta Eat Your Fruits,Bumblin' Bumble Bee,"Fly, Boy",104333
104334,af0aeb0c,Belasco,Knowing Everyone's Okay,misc,Alternative,,2003,Summer,I Know,Roses,Kids And Trees,104334
104335,af0b040d,Vulcain,Rock'n' Roll Secours,misc,Rock,,1988,Ebony,Le king,Les damn s,Pile ou face,104335
104336,af0b060d,Andre Hazes,Kleine Jongen,misc,Folk,,1990,Kleine Jongen,Een Vrouw Uit Het Leven,Waarom,Het Hoeft Niet Meer,104336
104337,af0b0c0c,Beata Dubasova,7 dni,misc,Pop,,2000,Vzlietni,Muzeum strat,Chap ma,Skus uhadnut ci si,104337
104338,af0b0d0c,Day Tripper,Sevem Day,misc,Indie,YEAR: 2001,2001,      ,  ѧ   ,   ,      ,104338
104339,"af0b250e,b00b250e",Los Guaracheros de Oriente,Sabor Cubano,misc,,,,Arrullo de Palmas,Alborada,Noche Azul,Quiero un Sombrero (un son para bailar),104339
104340,af0b370c,piano disc 3,essential collection,misc,,,,piano-unforgettable,piano-can you feel the love tonight,piano-the way we were,piano-runaway,104340
104341,af0b3c1e,Gryllus Vilmos,Dalok 1.,misc,,,,Bekoszonto,Tavasz,Kerdezgeto 2.,Kerdezgeto 3.,104341
104342,af0b4b0f,Various Artists,"25  r med \The Real dansktop\"" CD2""",misc,Dansk,,1993,Annette Klingenberg / Mini Max,Susanne Lana / Hasta Manana,Birthe Kj r / Arrivederci Franz,Lars Strg / Aldrig mer' m  jeg se dig,104342
104343,af0b530d,               ,2000-            ,misc,     ,YEAR: 2000,2000,        ,      ,"     ,              ",      ,104343
104344,af0b670d,The Kendrick Collection (Orchestral),Songs Of Graham Kendrick - CD 3,misc,Praise,,2000,My Lord what love is this (Amazing love),We are here to praise You,Restore O Lord,O Lord the clouds are gathering,104344
104345,af0b6d0e,Diverse,Star Box 1974,misc,,,,Insterburg & Co. / Ich liebte ein M dchen,Walter Scheel und der D sseldorfer M nnergesangsverein / Hoch auf dem g,elben Wagen,"Vicky Leandros / Theo, wir fahr n nach Lodz",104345
104346,af0b760c,Various,So schmilzt der Winter,misc,,,,Edward Reekers / So schmilzt der Winter,Pur / Abendteuerland,Nena / Wunder gescheh`n,Bonfire / Die Antwort wei  der Wind,104346
104347,af0b9a0c,Melissa Errico,Blue Like That,misc,Easy Listening,YEAR: 2003,2003,I Still Love You,Never Saw Blue Like That,When He Loved Me,Keep It To Myself,104347
104348,af0b9c0c,Various,The Virgin MegaMusic Hip Hop,misc,,,,Kurtis Blow - The Breaks,Heavy D. & The Boyz - The overweight lover's in the house,Nice & Smooth - Hip Hop junkies,3rd Bass - Gas Face,104348
104349,af0ba40c,Metric,Grow Up and Blow Away,misc,,Luke the basketcase did it!,,Grow Up + Blow Away,On the Sly,Parkdale,Raw Sugar,104349
104350,af0ba70d,Various,Snow Robots Volume 3,misc,Electronic,"The third in the Snow Robots series from Suction Records, this album chart",2003,Lowfish / Glass House,Orgue Electronique / The Plot,The Mitgang Audio / Minor Causes,Solvent / For You,104350
104351,af0bad0d,Karina Moreno,A Solas...,misc,Cristiana,,2003,Te Amo,Aleluya,Canci n de Amor,Tus Manos,104351
104352,af0bba0d,Catburglaz,Code 022,misc,Hip-Hop,,2000,CatBurglaz,Extra! Extra!,Attention (Feat. C-Drik of Complys),Cypher,104352
104353,af0bc20d,Kool Skools SASC,Random Days,misc,,,,7th Flaw / In My Time,7th Flaw / Don't Expect Me To Choose,7th Flaw / Desolated,7th Flaw / Devil Is Above,104353
104354,af0bc80c,Juan Pardo,Sinceramente Juan (CD1),misc,,7811512,,La Charanga,Caballo De Batalla,Estrellas,Morir  Por T ,104354
104355,af0be00d,Acoustic Eidolon,Joy to the World,misc,Other,YEAR: 2003 ID3G:  12,2003,Westminster Carol,Joy To The World,What Child Is This,"Jesu, Joy Of Man's Desiring",104355
104356,af0be90d,Chris Crutcher,Ironman,misc,Speech,Recorded book on CD.\nUnabridged.\nPerformer George Guidall and Johnny Heller.,,Ironman - Disc 05 - Track 01,Ironman - Disc 05 - Track 02,Ironman - Disc 05 - Track 03,Ironman - Disc 05 - Track 04,104356
104357,af0be90e,"Dissing, Dissing, von Daler & Dissing","Dissing, Dissing, von Daler & Dissing",misc,Folk-Rock,,1997,Sov s dt og dr m,Trolden,Den unge vin - de gamle druer,Natteravnens blues,104357
104358,af0bf00d,Sharissa,No Half Steppin',misc,,,,No Half Steppin,All These Years,Any Other Night,Put Down That Phone,104358
104359,af0bf40c,Ian Parry,Consortium Project,misc,Metal,,1999,House of Cards,Banquet for Thieves,Evilworld,Garden of Eden,104359
104360,af0bf90e,Various,Big Radio Hits - CD3,misc,,,,Men at Work / Down Under,Paul Young / Love of the Common People,Bangles / Manic Monday,King / Love & Pride,104360
104361,af0c010c,Michael Getel,Skywatching,misc,,,1993,Anasazi Roads,Skywatching,Windows and Walls,Prelude: First Snow,104361
104362,af0c160c,Richard Pryor,...Is It Something I Said?,misc,Comedy,,1975,Eulogy,Shortage of White People,New Niggers,Cocaine,104362
104363,af0c2d0c,Neverwood,Trapped inside,misc,Ambient,,2000,Apart,Sky,Hades,Sparkling Ivory,104363
104365,af0c4e0d,V rios,Amo Voc  - Vol. 7,misc,Gospel,,2001,Voices / No Meu Cora  o,Oficina G3 / O Teu Amor,Fernanda Brum & Emerson Pinheiro / Nunca Vou Dizer Adeus,Marina de Oliveira & Kleber Lucas / O Amor   Demais,104365
104366,af0c530e,George McCrae,George McCrae,misc,Soul,,,Rock Your Baby,You Can Have It All,It's Been So Long,Sing A Happy Song,104366
104367,af0c5b0d,Robert Earl Keen,Farm Fresh Onions,misc,Folk,,2003,Furnace Fan,All I Have is Today,Out Here in the Middle,Train Trek,104367
104368,af0c620e,Jane Lilley Singers,Close To You,misc,Chorus,ID3G:  97,,Candle In The Wind,Love Is All Around,I Am Blessed,Gloria,104368
104369,af0c690e,Ramon Tasat,Fiesta Sefarad,misc,,,,Hija Mia/ ElAdon,Ki Eshmera Shabbat,A La Una Yo Naci,Avre Aste Abajpor,104369
104370,af0c6d0b,Doble R,Mas bibu ku ayera,misc,Ritmo Antiyano,"Pa tur antiyanonan presente,ketu ketu dura bai!!!",1992,"Por que mi cielo,por que?",Ma an mi ta liber,Kua ta kubo?,Come back soon,104370
104371,af0c760b,Huun Huur Tu,Best Live 1,misc,Other,,2001,Prayer -- Ancestors,Oske Cherde,Barlyk River,Chiraa-Xoor,104371
104372,af0c760d,Alison Faith Levy,My World View,misc,Rock,,2000,Monkey Bars,Brilliant,Sweet Life,The Apprentice,104372
104373,af0c7a0d, k l Q G ֧{, k l Q G ֧{- B T j-CD1,misc,Musical," k l Q G ֧{ M  ,  P ~    ",2003, B T j,½   D  , a W   P, l v,104373
104374,af0c810c,Varios,A bailar,misc,,,,Z mbalo,Llor,Junto a tu corza n,Todo el mundo necesita amor,104374
104375,af0c930d,Salvatore Adamo,Jusqu'a l'amour,misc,Chanson,,1975,Les jours ou l'on ne vit pas,Ne grandis pas mon fils,"Tout en moi, tout de toi",Et ca fait mal,104375
104377,af0ca20c,Plastic Tree,Parade,misc,Rock,YEAR: 2000,2000,エーテル,ロケット,スライド.(Ver.2.0),少女狂想,104377
104378,af0ca50d,The Chicago Musical Revue,Les Miserables,misc,,,,At the End of the Day,I dreamed a Dream,Who am I?,Master of the House,104378
104379,af0cb20c,Kevin Toney,Strut,misc,,,,Strut,Karizma,Passion Dance,Yearning For Your Love,104379
104380,af0cb70d,dear ephesus,the absent sounds of me,misc,,,,(star),looked for in the first place,on west b,simpleton walks,104380
104381,af0cbb0e,Various,War - Great Movie Themes,misc,Soundtrack,\n YEAR: 1997,1997,"Main Title (from \Where Eagles Dare\"")""","Prelude (from \Battle Of The Bulge\"")""","Elegy For Brown (from \Casualties Of War\"")""","Theme (from \633 Squadron\"")""",104381
104382,af0cc60e,JBO,jbo 2,misc,Trip-Hop,ID3G: 27,,Ein Guter Tag zum Sterben,Frauen,Die Schl mpfe,Bolle,104382
104383,af0ceb0c,The Comas,A Def Needle In Tomorrow,misc,,,,Arena,Tiger In A Tower,Wicked Elm,All Over The School,104383
104384,af0cf20e,Varios,MegaTop - Los mayores exitos,misc,,YEAR: 1992,1992,OBK/Historias de amor,Kriss Kross/Jump,Unlimited/The magic friend,Central line/I like the music pumping,104384
104385,af0cf70d,"Cantrell, Blu",So Blu,misc,,,,Waste My Time f/ LO,Hit 'Em Up Style (Ooops!),Til I'm Gone,U Must B Crazy,104385
104386,af0d020d,Various,Loving You (LIPSTICK),misc,Pop,,2001,Kathy Barnes / Off (Exclusive Version),Shirley Bassey / This is my life,Mina / You are my love,Dusty Springfield / Daydreaming,104386
104387,af0d100d,gigi d'alessio,uno come te,misc,,,,via,io vorrei,sei importante,miele,104387
104388,af0d270e,Various Artists,FORMA - A Grande Musica Brasileira CD 1,misc,misc,,,Concolacao,Enquanto A Tristeza Nao Vem,Batucada Surgio,Cancao Do Olhar Amado,104388
104389,af0d300c,Various,the best of loves,misc,Industrial,YEAR: 2001 ID3G:  19,2000,poupp e fabrikk / photographic,dark distant spaces / a question of lust,statemachine / stripped,forbidden colours / sister of night,104389
104390,af0d3d0d,Mundo,Momentos,misc,Tango,YEAR: 2003 ID3G: 113,2003,All  va mi Vieja,La Llave de la Fe,Gaucha,Gorri n Perdido,104390
104391,af0d470e,Papa dance,Nasz ziemski Eden,misc,Pop,,,Galaktyczny zwiad,Nasz Disneyland,Temat na clip,It's a simple song,104391
104392,af0d490c,Barbra Streisand,Higher Ground,misc,,,,I Believe / You'll Never Walk Alone,Higher Ground,At the Same Time,Tell Him (with Celine Dion),104392
104393,af0d4a0d,Varios,Street,misc,Rap,"Enviado por: Alfredo Armendariz de Alfred's Sound Systems de Nuevo Laredo,",2003,Mary J. Blinge / Love @1st. sight,Black Eyed Peas / Where is the love,"Nelly, P. Diddy & Murphy Lee / Shake ya tailfeather","Obie Trice, Dr. Dre & Eminem / Shit hits fan",104393
104394,af0d5a0c,"Jekkers, Harrie",Het gelijk van de koffietent [CD2],misc,Cabaret,,1996,Later is al lang begonnen,De tweeverdieners 3,Het kloosterwiedekruidgorsje,De koffietent 3,104394
104395,af0d620c,"Susan Osborn, Brian BecVar",All Through The Night,misc,Christmas,"Golden Throat Recordings, GT109",1996,A Christmas Song,O Come Emmanuel,What is This Fragrance?,Carol of the Birds,104395
104396,af0d740e,    ,        ,misc,Rock,,1999,             ,         ,           ,"      ,         ",104396
104397,af0d7d0c,Michel Verpeaux et Fran ois Chevalierouvernement,Contr le du Parlement sur le Gouvernement,misc,Other,,2002,Lois organiques - art. 46,Lois de finance et de financement de la s curit  sociale,Lois autorisant la ratification d'un trait ,Contr le du Parlement - art. 20,104397
104398,af0d820d,Count Basic,Moving In The Right Direction,misc,,,,Moving In The Right Direction,This Is Your Life,Joy And Pain(US radio edit),Where Did Love Go (radio edit),104398
104399,af0da40c,Various Artists,Shadow Dancing 2nd Movement disc 3,misc,,,,Viva Voce / Free (the echoing green mix),Cut and Run / Mattered,The Krop Silence / Shout,Estatuas De Sol / Antithesis (Remix),104399
104400,af0dc60d,Vacuum,The Plutonium Cathedral,misc,,,,Parallel universe,I breathe,Pride in my religion,Science of the sacred,104400
104401,af0ddf0e,Mixed,Millennium Chorus,misc,Chorus,YEAR: 2000 ID3G:  97,2000,Prelude,This is the Year - Jennifer Holliday,Once upon a Universe - Kathie Lee Gifford,Treasures in the Darkness - Bob Carlisle,104401
104402,af0de70d, ©g, ©g '88  t ۷|,misc,,,1988,    ܤ    (Live), ߸  (Live), F n  _ (Live),   W   (Live),104402
104403,af0dec0d,Various Artists,Ladies in the House,misc,Dance,,1993,Rozella / Everybody's Free (To Feel Good) (Club Mix),Cajmere feat. Dajae / Brighter Days (Radio Mix),Sybil / When I'm good and ready,Amii Stewart / Don't stop (Pushin'),104403
104404,af0dee0c,"Hirschfelder, David & Hobson, David",Inside This Room,misc,,Submitted by: Aaron Holmes,,Goin' home,Mackerel skies,Eternity,Ad mortem festinamus,104404
104405,af0df80d,Barnabas,Unapologetically live,misc,Folk,Barnabas - Unapologetically live,,Glory to your name,Oh Lord,Under his Wings,Shout For Joy,104405
104406,af0e0b0c,"Lil Benny & The Masters w/ Funk, Mickey & Chuck Brownnk On (Gett Your Freak On)",Gett Your Drink On (Gett Your Freak On),misc,,,,I Never Seen A Man Cry,Brother To Brother,Hope,Hit And Run,104406
104407,af0e120e,Toy,A Night In Seoul,misc,Misc,,1998,A Night in SEOUL,             ð ,    ,     ׸ ,104407
104408,af0e330e,HIFANA,FRESH PUSH BREAKIN',misc, ?明,YEAR: 2003,2003,FRESH PUSH BREAKIN' <INTRO><No sequence FRESH PUSH mix>,FATBROS feat.啓(ART OF VIBES),GOFANKE 〜 ?  ?  ??ん ? 〜  feat Leyona,GAKULANG 〜学ラン〜,104408
104409,af0e3d0c,Acoustic Parsha,Tsukiya Hama,misc,Other,,2001,Basunu Turi,Densa-Bushi,Maruma Bunsan,Kohama-Bushi,104409
104410,af0e3f0e,         ,            ,misc,Pop,,1995,            ,Position  2,              ,                  ,104410
104411,af0e910c,Future Sound Of London,Accelerator Deluxe Edition,misc,Techno,,2002,Expander,Stolen Documents,While Others Cry,Calcium,104411
104413,af0eab0c,Various,Acid Jazz Vol. 80,misc,Acid Jazz,,,The Lugano Affair,Happiness Is Free,Hooded Hordes,Lorke (Club Remix),104413
104414,af0eac0d,Varios,My Favourite Classics 1,misc,Chanson,YEAR: 1999  ID3G: 102,1999,Great Waltz Brillant - N 1 Op 18 (Frederic Chopin),Fantasie Impromptu - N 4 Op 68 (Frederic Chopin),"Etude Op 10 N  12 \la Ch te de Varsovie\"" (Frederic Chopin)""",Malague a (Rumores de la Caleta) Op 71 n 8 (Albeniz),104414
104415,af0eb10d,Various,Cyberia,misc,,,,Africana,Tso'La,Robotika,Hardcore Buddhist,104415
104416,af0ec21f,Ars Cameralis,Gothic Music in Bohemia 13-15th Century,misc,,,,Maienzit one nidt,Owe dirre summerzit,Ez ist hiute eyn wunnychlicher,Ductia,104416
104417,af0ecb0d,Twila Paris,Greatest Hits,misc,,,,CRY FOR THE DESERT,GOD IS IN CONTROL,NOT AFRAID ANYMORE,SEVENTY YEARS AGO,104417
104418,af0f190d,      ,   ^    ,misc,Instrumental Pop,G272783 NCW *\n,1997,  b p ]  ,   ̽֨өw    , O ݧڬO  , ߭ ,104418
104419,af0f3c0d,Nino Segarra,Romantico Salsero,misc,,,,Esa mujer es mia,y sigues siendo tu,Soy isle o,Qu  ganas tengo de ti,104419
104420,af0f530e,Various,Raving TraXX Vol. 14 by *DJ Nick*,misc,,,,DJ R.O.C.K. / Dein ist mein ganzes Herz *Radio Edit*,DRUNKENMUNKY / E *Radio Edit*,MARK'OH MEETS DIGITAL ROCKERS / Because I love you *RadioMix*,DJ BART / The message *Radio MiXX*,104420
104421,af0f650c,Lesser,Gigolo Cop,misc,,,,Influence Of The Barbarian Invasions,Heat Compilation,Beg Bore 18+40,Booty Bandit,104421
104422,af0f970d,Yugoton,Yugoton,misc,Other,YEAR: 2001 ID3G:  12,2001,Malcziki - Yugoton & Kazik,Rzadko Widuje Cie z Dziewczetami - Yugoton & K. Nosowska & P. Kukiz,"Dziewczeta w Letnich Sukienkach - Yugoton & Ryszard \Tymon\"" Tymanski""",Czarno-Bialy Swiat - Yugoton & Kazik,104422
104423,af0f9e0c,Various,The Hit Factory - PWL Non-Stop Album,misc,Eurodance,,1989,Turn It Into Love,I Should Be So Lucky,Don't You Want Me Baby,Too Many Broken Hearts,104423
104424,af0fbd0a,Various,Casa De Samba 2 (CD1),misc,misc,,2000,London Town / Masterbuilders Feat. Corina Joseph,Canto Azul / A Factor,The Latin Track / Second Nature,Jazz Cigarette / Overstreet,104424
104425,af0fdc0c,Dance Music,Free To Be - Volume 10,misc,,,,Raise the Roof,Do You Wanna Get Funky (CJ's Full Length Version),"Generations of Love (Land of Oz 12\ Mix)""",The Glow of Love,104425
